METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_024590,00-00-00-00-00-02-45-90
METER_D1_024591,00-00-00-00-00-02-45-91
METER_D1_024592,00-00-00-00-00-02-45-92
METER_D1_024593,00-00-00-00-00-02-45-93
METER_D1_024594,00-00-00-00-00-02-45-94
METER_D1_024595,00-00-00-00-00-02-45-95
METER_D1_024596,00-00-00-00-00-02-45-96
METER_D1_024597,00-00-00-00-00-02-45-97
METER_D1_024598,00-00-00-00-00-02-45-98
METER_D1_024599,00-00-00-00-00-02-45-99
METER_D1_000622,00-00-00-00-00-00-06-22
METER_D1_000623,00-00-00-00-00-00-06-23
METER_D1_000620,00-00-00-00-00-00-06-20
METER_D1_000621,00-00-00-00-00-00-06-21
METER_D1_000626,00-00-00-00-00-00-06-26
METER_D1_000627,00-00-00-00-00-00-06-27
METER_D1_000624,00-00-00-00-00-00-06-24
METER_D1_000625,00-00-00-00-00-00-06-25
METER_D1_000628,00-00-00-00-00-00-06-28
METER_D1_000629,00-00-00-00-00-00-06-29
METER_D1_012600,00-00-00-00-00-01-26-00
METER_D1_012602,00-00-00-00-00-01-26-02
METER_D1_012601,00-00-00-00-00-01-26-01
METER_D1_012604,00-00-00-00-00-01-26-04
METER_D1_012603,00-00-00-00-00-01-26-03
METER_D1_012606,00-00-00-00-00-01-26-06
METER_D1_012605,00-00-00-00-00-01-26-05
METER_D1_012608,00-00-00-00-00-01-26-08
METER_D1_012607,00-00-00-00-00-01-26-07
METER_D1_012609,00-00-00-00-00-01-26-09
METER_D1_000630,00-00-00-00-00-00-06-30
METER_D1_000633,00-00-00-00-00-00-06-33
METER_D1_000634,00-00-00-00-00-00-06-34
METER_D1_000631,00-00-00-00-00-00-06-31
METER_D1_000632,00-00-00-00-00-00-06-32
METER_D1_000637,00-00-00-00-00-00-06-37
METER_D1_000638,00-00-00-00-00-00-06-38
METER_D1_000635,00-00-00-00-00-00-06-35
METER_D1_000636,00-00-00-00-00-00-06-36
METER_D1_000639,00-00-00-00-00-00-06-39
METER_D1_012620,00-00-00-00-00-01-26-20
METER_D1_012611,00-00-00-00-00-01-26-11
METER_D1_012610,00-00-00-00-00-01-26-10
METER_D1_012613,00-00-00-00-00-01-26-13
METER_D1_012612,00-00-00-00-00-01-26-12
METER_D1_012615,00-00-00-00-00-01-26-15
METER_D1_012614,00-00-00-00-00-01-26-14
METER_D1_012617,00-00-00-00-00-01-26-17
METER_D1_012616,00-00-00-00-00-01-26-16
METER_D1_012619,00-00-00-00-00-01-26-19
METER_D1_012618,00-00-00-00-00-01-26-18
METER_D1_000640,00-00-00-00-00-00-06-40
METER_D1_000641,00-00-00-00-00-00-06-41
METER_D1_000644,00-00-00-00-00-00-06-44
METER_D1_024611,00-00-00-00-00-02-46-11
METER_D1_000645,00-00-00-00-00-00-06-45
METER_D1_024612,00-00-00-00-00-02-46-12
METER_D1_000642,00-00-00-00-00-00-06-42
METER_D1_024613,00-00-00-00-00-02-46-13
METER_D1_000643,00-00-00-00-00-00-06-43
METER_D1_024614,00-00-00-00-00-02-46-14
METER_D1_000648,00-00-00-00-00-00-06-48
METER_D1_024615,00-00-00-00-00-02-46-15
METER_D1_000649,00-00-00-00-00-00-06-49
METER_D1_024616,00-00-00-00-00-02-46-16
METER_D1_000646,00-00-00-00-00-00-06-46
METER_D1_024617,00-00-00-00-00-02-46-17
METER_D1_000647,00-00-00-00-00-00-06-47
METER_D1_024618,00-00-00-00-00-02-46-18
METER_D1_024619,00-00-00-00-00-02-46-19
METER_D1_012631,00-00-00-00-00-01-26-31
METER_D1_012630,00-00-00-00-00-01-26-30
METER_D1_012622,00-00-00-00-00-01-26-22
METER_D1_012621,00-00-00-00-00-01-26-21
METER_D1_012624,00-00-00-00-00-01-26-24
METER_D1_012623,00-00-00-00-00-01-26-23
METER_D1_012626,00-00-00-00-00-01-26-26
METER_D1_012625,00-00-00-00-00-01-26-25
METER_D1_012628,00-00-00-00-00-01-26-28
METER_D1_012627,00-00-00-00-00-01-26-27
METER_D1_012629,00-00-00-00-00-01-26-29
METER_D1_000651,00-00-00-00-00-00-06-51
METER_D1_000652,00-00-00-00-00-00-06-52
METER_D1_024620,00-00-00-00-00-02-46-20
METER_D1_000650,00-00-00-00-00-00-06-50
METER_D1_024621,00-00-00-00-00-02-46-21
METER_D1_000655,00-00-00-00-00-00-06-55
METER_D1_024600,00-00-00-00-00-02-46-00
METER_D1_000656,00-00-00-00-00-00-06-56
METER_D1_024601,00-00-00-00-00-02-46-01
METER_D1_000653,00-00-00-00-00-00-06-53
METER_D1_024602,00-00-00-00-00-02-46-02
METER_D1_000654,00-00-00-00-00-00-06-54
METER_D1_024603,00-00-00-00-00-02-46-03
METER_D1_000659,00-00-00-00-00-00-06-59
METER_D1_024604,00-00-00-00-00-02-46-04
METER_D1_024605,00-00-00-00-00-02-46-05
METER_D1_000657,00-00-00-00-00-00-06-57
METER_D1_024606,00-00-00-00-00-02-46-06
METER_D1_000658,00-00-00-00-00-00-06-58
METER_D1_024607,00-00-00-00-00-02-46-07
METER_D1_024608,00-00-00-00-00-02-46-08
METER_D1_024609,00-00-00-00-00-02-46-09
METER_D1_012640,00-00-00-00-00-01-26-40
METER_D1_012642,00-00-00-00-00-01-26-42
METER_D1_012641,00-00-00-00-00-01-26-41
METER_D1_012633,00-00-00-00-00-01-26-33
METER_D1_012632,00-00-00-00-00-01-26-32
METER_D1_012635,00-00-00-00-00-01-26-35
METER_D1_012634,00-00-00-00-00-01-26-34
METER_D1_012637,00-00-00-00-00-01-26-37
METER_D1_012636,00-00-00-00-00-01-26-36
METER_D1_012639,00-00-00-00-00-01-26-39
METER_D1_012638,00-00-00-00-00-01-26-38
METER_D1_000662,00-00-00-00-00-00-06-62
METER_D1_000663,00-00-00-00-00-00-06-63
METER_D1_000660,00-00-00-00-00-00-06-60
METER_D1_000661,00-00-00-00-00-00-06-61
METER_D1_024610,00-00-00-00-00-02-46-10
METER_D1_000600,00-00-00-00-00-00-06-00
METER_D1_000601,00-00-00-00-00-00-06-01
METER_D1_000604,00-00-00-00-00-00-06-04
METER_D1_000605,00-00-00-00-00-00-06-05
METER_D1_000602,00-00-00-00-00-00-06-02
METER_D1_000603,00-00-00-00-00-00-06-03
METER_D1_000608,00-00-00-00-00-00-06-08
METER_D1_000609,00-00-00-00-00-00-06-09
METER_D1_000606,00-00-00-00-00-00-06-06
METER_D1_000607,00-00-00-00-00-00-06-07
METER_D1_000611,00-00-00-00-00-00-06-11
METER_D1_000612,00-00-00-00-00-00-06-12
METER_D1_000610,00-00-00-00-00-00-06-10
METER_D1_000615,00-00-00-00-00-00-06-15
METER_D1_000616,00-00-00-00-00-00-06-16
METER_D1_000613,00-00-00-00-00-00-06-13
METER_D1_000614,00-00-00-00-00-00-06-14
METER_D1_000619,00-00-00-00-00-00-06-19
METER_D1_000617,00-00-00-00-00-00-06-17
METER_D1_000618,00-00-00-00-00-00-06-18
METER_D1_022014,00-00-00-00-00-02-20-14
METER_D1_024677,00-00-00-00-00-02-46-77
METER_D1_022013,00-00-00-00-00-02-20-13
METER_D1_024678,00-00-00-00-00-02-46-78
METER_D1_022012,00-00-00-00-00-02-20-12
METER_D1_024679,00-00-00-00-00-02-46-79
METER_D1_022011,00-00-00-00-00-02-20-11
METER_D1_022010,00-00-00-00-00-02-20-10
METER_D1_012691,00-00-00-00-00-01-26-91
METER_D1_009040,00-00-00-00-00-00-90-40
METER_D1_012690,00-00-00-00-00-01-26-90
METER_D1_010030,00-00-00-00-00-01-00-30
METER_D1_012693,00-00-00-00-00-01-26-93
METER_D1_010031,00-00-00-00-00-01-00-31
METER_D1_012692,00-00-00-00-00-01-26-92
METER_D1_010032,00-00-00-00-00-01-00-32
METER_D1_012695,00-00-00-00-00-01-26-95
METER_D1_010033,00-00-00-00-00-01-00-33
METER_D1_012694,00-00-00-00-00-01-26-94
METER_D1_010034,00-00-00-00-00-01-00-34
METER_D1_012697,00-00-00-00-00-01-26-97
METER_D1_010035,00-00-00-00-00-01-00-35
METER_D1_012696,00-00-00-00-00-01-26-96
METER_D1_009047,00-00-00-00-00-00-90-47
METER_D1_010025,00-00-00-00-00-01-00-25
METER_D1_012688,00-00-00-00-00-01-26-88
METER_D1_009048,00-00-00-00-00-00-90-48
METER_D1_010026,00-00-00-00-00-01-00-26
METER_D1_012687,00-00-00-00-00-01-26-87
METER_D1_009045,00-00-00-00-00-00-90-45
METER_D1_010027,00-00-00-00-00-01-00-27
METER_D1_009046,00-00-00-00-00-00-90-46
METER_D1_010028,00-00-00-00-00-01-00-28
METER_D1_012689,00-00-00-00-00-01-26-89
METER_D1_009043,00-00-00-00-00-00-90-43
METER_D1_010029,00-00-00-00-00-01-00-29
METER_D1_009044,00-00-00-00-00-00-90-44
METER_D1_009041,00-00-00-00-00-00-90-41
METER_D1_009042,00-00-00-00-00-00-90-42
METER_D1_024680,00-00-00-00-00-02-46-80
METER_D1_024681,00-00-00-00-00-02-46-81
METER_D1_022009,00-00-00-00-00-02-20-09
METER_D1_024682,00-00-00-00-00-02-46-82
METER_D1_022008,00-00-00-00-00-02-20-08
METER_D1_024683,00-00-00-00-00-02-46-83
METER_D1_022007,00-00-00-00-00-02-20-07
METER_D1_024684,00-00-00-00-00-02-46-84
METER_D1_022006,00-00-00-00-00-02-20-06
METER_D1_024685,00-00-00-00-00-02-46-85
METER_D1_009049,00-00-00-00-00-00-90-49
METER_D1_022005,00-00-00-00-00-02-20-05
METER_D1_024686,00-00-00-00-00-02-46-86
METER_D1_022004,00-00-00-00-00-02-20-04
METER_D1_024687,00-00-00-00-00-02-46-87
METER_D1_022025,00-00-00-00-00-02-20-25
METER_D1_024666,00-00-00-00-00-02-46-66
METER_D1_022024,00-00-00-00-00-02-20-24
METER_D1_024667,00-00-00-00-00-02-46-67
METER_D1_022023,00-00-00-00-00-02-20-23
METER_D1_024668,00-00-00-00-00-02-46-68
METER_D1_022022,00-00-00-00-00-02-20-22
METER_D1_024669,00-00-00-00-00-02-46-69
METER_D1_022021,00-00-00-00-00-02-20-21
METER_D1_022020,00-00-00-00-00-02-20-20
METER_D1_009050,00-00-00-00-00-00-90-50
METER_D1_009051,00-00-00-00-00-00-90-51
METER_D1_010040,00-00-00-00-00-01-00-40
METER_D1_010041,00-00-00-00-00-01-00-41
METER_D1_010042,00-00-00-00-00-01-00-42
METER_D1_010043,00-00-00-00-00-01-00-43
METER_D1_010044,00-00-00-00-00-01-00-44
METER_D1_010045,00-00-00-00-00-01-00-45
METER_D1_010046,00-00-00-00-00-01-00-46
METER_D1_009058,00-00-00-00-00-00-90-58
METER_D1_010036,00-00-00-00-00-01-00-36
METER_D1_012699,00-00-00-00-00-01-26-99
METER_D1_009059,00-00-00-00-00-00-90-59
METER_D1_010037,00-00-00-00-00-01-00-37
METER_D1_012698,00-00-00-00-00-01-26-98
METER_D1_009056,00-00-00-00-00-00-90-56
METER_D1_010038,00-00-00-00-00-01-00-38
METER_D1_009057,00-00-00-00-00-00-90-57
METER_D1_010039,00-00-00-00-00-01-00-39
METER_D1_009054,00-00-00-00-00-00-90-54
METER_D1_009055,00-00-00-00-00-00-90-55
METER_D1_009052,00-00-00-00-00-00-90-52
METER_D1_009053,00-00-00-00-00-00-90-53
METER_D1_024670,00-00-00-00-00-02-46-70
METER_D1_024671,00-00-00-00-00-02-46-71
METER_D1_022019,00-00-00-00-00-02-20-19
METER_D1_024672,00-00-00-00-00-02-46-72
METER_D1_022018,00-00-00-00-00-02-20-18
METER_D1_024673,00-00-00-00-00-02-46-73
METER_D1_022017,00-00-00-00-00-02-20-17
METER_D1_024674,00-00-00-00-00-02-46-74
METER_D1_022016,00-00-00-00-00-02-20-16
METER_D1_024675,00-00-00-00-00-02-46-75
METER_D1_022015,00-00-00-00-00-02-20-15
METER_D1_024676,00-00-00-00-00-02-46-76
METER_D1_022036,00-00-00-00-00-02-20-36
METER_D1_024699,00-00-00-00-00-02-46-99
METER_D1_022035,00-00-00-00-00-02-20-35
METER_D1_022034,00-00-00-00-00-02-20-34
METER_D1_022033,00-00-00-00-00-02-20-33
METER_D1_022032,00-00-00-00-00-02-20-32
METER_D1_022031,00-00-00-00-00-02-20-31
METER_D1_022030,00-00-00-00-00-02-20-30
METER_D1_009061,00-00-00-00-00-00-90-61
METER_D1_010050,00-00-00-00-00-01-00-50
METER_D1_009062,00-00-00-00-00-00-90-62
METER_D1_010051,00-00-00-00-00-01-00-51
METER_D1_010052,00-00-00-00-00-01-00-52
METER_D1_009060,00-00-00-00-00-00-90-60
METER_D1_010053,00-00-00-00-00-01-00-53
METER_D1_010054,00-00-00-00-00-01-00-54
METER_D1_010055,00-00-00-00-00-01-00-55
METER_D1_010056,00-00-00-00-00-01-00-56
METER_D1_010057,00-00-00-00-00-01-00-57
METER_D1_009069,00-00-00-00-00-00-90-69
METER_D1_010047,00-00-00-00-00-01-00-47
METER_D1_010048,00-00-00-00-00-01-00-48
METER_D1_009067,00-00-00-00-00-00-90-67
METER_D1_010049,00-00-00-00-00-01-00-49
METER_D1_009068,00-00-00-00-00-00-90-68
METER_D1_009065,00-00-00-00-00-00-90-65
METER_D1_009066,00-00-00-00-00-00-90-66
METER_D1_009063,00-00-00-00-00-00-90-63
METER_D1_009064,00-00-00-00-00-00-90-64
METER_D1_022029,00-00-00-00-00-02-20-29
METER_D1_022028,00-00-00-00-00-02-20-28
METER_D1_022027,00-00-00-00-00-02-20-27
METER_D1_022026,00-00-00-00-00-02-20-26
METER_D1_022047,00-00-00-00-00-02-20-47
METER_D1_024688,00-00-00-00-00-02-46-88
METER_D1_022046,00-00-00-00-00-02-20-46
METER_D1_024689,00-00-00-00-00-02-46-89
METER_D1_022045,00-00-00-00-00-02-20-45
METER_D1_022044,00-00-00-00-00-02-20-44
METER_D1_022043,00-00-00-00-00-02-20-43
METER_D1_022042,00-00-00-00-00-02-20-42
METER_D1_022041,00-00-00-00-00-02-20-41
METER_D1_010060,00-00-00-00-00-01-00-60
METER_D1_022040,00-00-00-00-00-02-20-40
METER_D1_009072,00-00-00-00-00-00-90-72
METER_D1_010061,00-00-00-00-00-01-00-61
METER_D1_009073,00-00-00-00-00-00-90-73
METER_D1_010062,00-00-00-00-00-01-00-62
METER_D1_009070,00-00-00-00-00-00-90-70
METER_D1_010063,00-00-00-00-00-01-00-63
METER_D1_009071,00-00-00-00-00-00-90-71
METER_D1_010064,00-00-00-00-00-01-00-64
METER_D1_010065,00-00-00-00-00-01-00-65
METER_D1_010066,00-00-00-00-00-01-00-66
METER_D1_010067,00-00-00-00-00-01-00-67
METER_D1_010068,00-00-00-00-00-01-00-68
METER_D1_010058,00-00-00-00-00-01-00-58
METER_D1_010059,00-00-00-00-00-01-00-59
METER_D1_009078,00-00-00-00-00-00-90-78
METER_D1_009079,00-00-00-00-00-00-90-79
METER_D1_009076,00-00-00-00-00-00-90-76
METER_D1_009077,00-00-00-00-00-00-90-77
METER_D1_009074,00-00-00-00-00-00-90-74
METER_D1_009075,00-00-00-00-00-00-90-75
METER_D1_024690,00-00-00-00-00-02-46-90
METER_D1_024691,00-00-00-00-00-02-46-91
METER_D1_024692,00-00-00-00-00-02-46-92
METER_D1_024693,00-00-00-00-00-02-46-93
METER_D1_024694,00-00-00-00-00-02-46-94
METER_D1_024695,00-00-00-00-00-02-46-95
METER_D1_022039,00-00-00-00-00-02-20-39
METER_D1_024696,00-00-00-00-00-02-46-96
METER_D1_022038,00-00-00-00-00-02-20-38
METER_D1_024697,00-00-00-00-00-02-46-97
METER_D1_022037,00-00-00-00-00-02-20-37
METER_D1_024698,00-00-00-00-00-02-46-98
METER_D1_000666,00-00-00-00-00-00-06-66
METER_D1_024633,00-00-00-00-00-02-46-33
METER_D1_000667,00-00-00-00-00-00-06-67
METER_D1_024634,00-00-00-00-00-02-46-34
METER_D1_000664,00-00-00-00-00-00-06-64
METER_D1_024635,00-00-00-00-00-02-46-35
METER_D1_000665,00-00-00-00-00-00-06-65
METER_D1_024636,00-00-00-00-00-02-46-36
METER_D1_024637,00-00-00-00-00-02-46-37
METER_D1_024638,00-00-00-00-00-02-46-38
METER_D1_000668,00-00-00-00-00-00-06-68
METER_D1_024639,00-00-00-00-00-02-46-39
METER_D1_000669,00-00-00-00-00-00-06-69
METER_D1_012651,00-00-00-00-00-01-26-51
METER_D1_012650,00-00-00-00-00-01-26-50
METER_D1_012653,00-00-00-00-00-01-26-53
METER_D1_012652,00-00-00-00-00-01-26-52
METER_D1_009003,00-00-00-00-00-00-90-03
METER_D1_012644,00-00-00-00-00-01-26-44
METER_D1_009004,00-00-00-00-00-00-90-04
METER_D1_012643,00-00-00-00-00-01-26-43
METER_D1_009001,00-00-00-00-00-00-90-01
METER_D1_012646,00-00-00-00-00-01-26-46
METER_D1_009002,00-00-00-00-00-00-90-02
METER_D1_012645,00-00-00-00-00-01-26-45
METER_D1_012648,00-00-00-00-00-01-26-48
METER_D1_009000,00-00-00-00-00-00-90-00
METER_D1_012647,00-00-00-00-00-01-26-47
METER_D1_012649,00-00-00-00-00-01-26-49
METER_D1_000670,00-00-00-00-00-00-06-70
METER_D1_009009,00-00-00-00-00-00-90-09
METER_D1_000673,00-00-00-00-00-00-06-73
METER_D1_009007,00-00-00-00-00-00-90-07
METER_D1_024640,00-00-00-00-00-02-46-40
METER_D1_000674,00-00-00-00-00-00-06-74
METER_D1_009008,00-00-00-00-00-00-90-08
METER_D1_024641,00-00-00-00-00-02-46-41
METER_D1_000671,00-00-00-00-00-00-06-71
METER_D1_009005,00-00-00-00-00-00-90-05
METER_D1_024642,00-00-00-00-00-02-46-42
METER_D1_000672,00-00-00-00-00-00-06-72
METER_D1_009006,00-00-00-00-00-00-90-06
METER_D1_024643,00-00-00-00-00-02-46-43
METER_D1_000677,00-00-00-00-00-00-06-77
METER_D1_024622,00-00-00-00-00-02-46-22
METER_D1_000678,00-00-00-00-00-00-06-78
METER_D1_024623,00-00-00-00-00-02-46-23
METER_D1_000675,00-00-00-00-00-00-06-75
METER_D1_024624,00-00-00-00-00-02-46-24
METER_D1_000676,00-00-00-00-00-00-06-76
METER_D1_024625,00-00-00-00-00-02-46-25
METER_D1_024626,00-00-00-00-00-02-46-26
METER_D1_024627,00-00-00-00-00-02-46-27
METER_D1_000679,00-00-00-00-00-00-06-79
METER_D1_024628,00-00-00-00-00-02-46-28
METER_D1_024629,00-00-00-00-00-02-46-29
METER_D1_012660,00-00-00-00-00-01-26-60
METER_D1_012662,00-00-00-00-00-01-26-62
METER_D1_010000,00-00-00-00-00-01-00-00
METER_D1_012661,00-00-00-00-00-01-26-61
METER_D1_010001,00-00-00-00-00-01-00-01
METER_D1_012664,00-00-00-00-00-01-26-64
METER_D1_010002,00-00-00-00-00-01-00-02
METER_D1_012663,00-00-00-00-00-01-26-63
METER_D1_009014,00-00-00-00-00-00-90-14
METER_D1_012655,00-00-00-00-00-01-26-55
METER_D1_009015,00-00-00-00-00-00-90-15
METER_D1_012654,00-00-00-00-00-01-26-54
METER_D1_009012,00-00-00-00-00-00-90-12
METER_D1_012657,00-00-00-00-00-01-26-57
METER_D1_009013,00-00-00-00-00-00-90-13
METER_D1_012656,00-00-00-00-00-01-26-56
METER_D1_009010,00-00-00-00-00-00-90-10
METER_D1_012659,00-00-00-00-00-01-26-59
METER_D1_009011,00-00-00-00-00-00-90-11
METER_D1_012658,00-00-00-00-00-01-26-58
METER_D1_000680,00-00-00-00-00-00-06-80
METER_D1_000681,00-00-00-00-00-00-06-81
METER_D1_000684,00-00-00-00-00-00-06-84
METER_D1_009018,00-00-00-00-00-00-90-18
METER_D1_000685,00-00-00-00-00-00-06-85
METER_D1_009019,00-00-00-00-00-00-90-19
METER_D1_024630,00-00-00-00-00-02-46-30
METER_D1_000682,00-00-00-00-00-00-06-82
METER_D1_009016,00-00-00-00-00-00-90-16
METER_D1_024631,00-00-00-00-00-02-46-31
METER_D1_000683,00-00-00-00-00-00-06-83
METER_D1_009017,00-00-00-00-00-00-90-17
METER_D1_024632,00-00-00-00-00-02-46-32
METER_D1_000688,00-00-00-00-00-00-06-88
METER_D1_024655,00-00-00-00-00-02-46-55
METER_D1_000689,00-00-00-00-00-00-06-89
METER_D1_024656,00-00-00-00-00-02-46-56
METER_D1_000686,00-00-00-00-00-00-06-86
METER_D1_024657,00-00-00-00-00-02-46-57
METER_D1_000687,00-00-00-00-00-00-06-87
METER_D1_024658,00-00-00-00-00-02-46-58
METER_D1_024659,00-00-00-00-00-02-46-59
METER_D1_012671,00-00-00-00-00-01-26-71
METER_D1_012670,00-00-00-00-00-01-26-70
METER_D1_010010,00-00-00-00-00-01-00-10
METER_D1_012673,00-00-00-00-00-01-26-73
METER_D1_010011,00-00-00-00-00-01-00-11
METER_D1_012672,00-00-00-00-00-01-26-72
METER_D1_010012,00-00-00-00-00-01-00-12
METER_D1_012675,00-00-00-00-00-01-26-75
METER_D1_010013,00-00-00-00-00-01-00-13
METER_D1_012674,00-00-00-00-00-01-26-74
METER_D1_009025,00-00-00-00-00-00-90-25
METER_D1_010003,00-00-00-00-00-01-00-03
METER_D1_012666,00-00-00-00-00-01-26-66
METER_D1_009026,00-00-00-00-00-00-90-26
METER_D1_010004,00-00-00-00-00-01-00-04
METER_D1_012665,00-00-00-00-00-01-26-65
METER_D1_009023,00-00-00-00-00-00-90-23
METER_D1_010005,00-00-00-00-00-01-00-05
METER_D1_012668,00-00-00-00-00-01-26-68
METER_D1_009024,00-00-00-00-00-00-90-24
METER_D1_010006,00-00-00-00-00-01-00-06
METER_D1_012667,00-00-00-00-00-01-26-67
METER_D1_009021,00-00-00-00-00-00-90-21
METER_D1_010007,00-00-00-00-00-01-00-07
METER_D1_009022,00-00-00-00-00-00-90-22
METER_D1_010008,00-00-00-00-00-01-00-08
METER_D1_012669,00-00-00-00-00-01-26-69
METER_D1_010009,00-00-00-00-00-01-00-09
METER_D1_009020,00-00-00-00-00-00-90-20
METER_D1_000691,00-00-00-00-00-00-06-91
METER_D1_000692,00-00-00-00-00-00-06-92
METER_D1_024660,00-00-00-00-00-02-46-60
METER_D1_000690,00-00-00-00-00-00-06-90
METER_D1_024661,00-00-00-00-00-02-46-61
METER_D1_000695,00-00-00-00-00-00-06-95
METER_D1_009029,00-00-00-00-00-00-90-29
METER_D1_024662,00-00-00-00-00-02-46-62
METER_D1_000696,00-00-00-00-00-00-06-96
METER_D1_024663,00-00-00-00-00-02-46-63
METER_D1_000693,00-00-00-00-00-00-06-93
METER_D1_009027,00-00-00-00-00-00-90-27
METER_D1_024664,00-00-00-00-00-02-46-64
METER_D1_000694,00-00-00-00-00-00-06-94
METER_D1_009028,00-00-00-00-00-00-90-28
METER_D1_024665,00-00-00-00-00-02-46-65
METER_D1_000699,00-00-00-00-00-00-06-99
METER_D1_022003,00-00-00-00-00-02-20-03
METER_D1_024644,00-00-00-00-00-02-46-44
METER_D1_022002,00-00-00-00-00-02-20-02
METER_D1_024645,00-00-00-00-00-02-46-45
METER_D1_000697,00-00-00-00-00-00-06-97
METER_D1_022001,00-00-00-00-00-02-20-01
METER_D1_024646,00-00-00-00-00-02-46-46
METER_D1_000698,00-00-00-00-00-00-06-98
METER_D1_022000,00-00-00-00-00-02-20-00
METER_D1_024647,00-00-00-00-00-02-46-47
METER_D1_024648,00-00-00-00-00-02-46-48
METER_D1_024649,00-00-00-00-00-02-46-49
METER_D1_012680,00-00-00-00-00-01-26-80
METER_D1_012682,00-00-00-00-00-01-26-82
METER_D1_010020,00-00-00-00-00-01-00-20
METER_D1_012681,00-00-00-00-00-01-26-81
METER_D1_010021,00-00-00-00-00-01-00-21
METER_D1_012684,00-00-00-00-00-01-26-84
METER_D1_010022,00-00-00-00-00-01-00-22
METER_D1_012683,00-00-00-00-00-01-26-83
METER_D1_010023,00-00-00-00-00-01-00-23
METER_D1_012686,00-00-00-00-00-01-26-86
METER_D1_010024,00-00-00-00-00-01-00-24
METER_D1_012685,00-00-00-00-00-01-26-85
METER_D1_009036,00-00-00-00-00-00-90-36
METER_D1_010014,00-00-00-00-00-01-00-14
METER_D1_012677,00-00-00-00-00-01-26-77
METER_D1_009037,00-00-00-00-00-00-90-37
METER_D1_010015,00-00-00-00-00-01-00-15
METER_D1_012676,00-00-00-00-00-01-26-76
METER_D1_009034,00-00-00-00-00-00-90-34
METER_D1_010016,00-00-00-00-00-01-00-16
METER_D1_012679,00-00-00-00-00-01-26-79
METER_D1_009035,00-00-00-00-00-00-90-35
METER_D1_010017,00-00-00-00-00-01-00-17
METER_D1_012678,00-00-00-00-00-01-26-78
METER_D1_009032,00-00-00-00-00-00-90-32
METER_D1_010018,00-00-00-00-00-01-00-18
METER_D1_009033,00-00-00-00-00-00-90-33
METER_D1_010019,00-00-00-00-00-01-00-19
METER_D1_009030,00-00-00-00-00-00-90-30
METER_D1_009031,00-00-00-00-00-00-90-31
METER_D1_024650,00-00-00-00-00-02-46-50
METER_D1_024651,00-00-00-00-00-02-46-51
METER_D1_024652,00-00-00-00-00-02-46-52
METER_D1_009038,00-00-00-00-00-00-90-38
METER_D1_024653,00-00-00-00-00-02-46-53
METER_D1_009039,00-00-00-00-00-00-90-39
METER_D1_024654,00-00-00-00-00-02-46-54
METER_D1_022099,00-00-00-00-00-02-20-99
METER_D1_022098,00-00-00-00-00-02-20-98
METER_D1_022097,00-00-00-00-00-02-20-97
METER_D1_022096,00-00-00-00-00-02-20-96
METER_D1_022095,00-00-00-00-00-02-20-95
METER_D1_022094,00-00-00-00-00-02-20-94
METER_D1_022093,00-00-00-00-00-02-20-93
METER_D1_022092,00-00-00-00-00-02-20-92
METER_D1_022091,00-00-00-00-00-02-20-91
METER_D1_022090,00-00-00-00-00-02-20-90
METER_D1_022058,00-00-00-00-00-02-20-58
METER_D1_022057,00-00-00-00-00-02-20-57
METER_D1_022056,00-00-00-00-00-02-20-56
METER_D1_022055,00-00-00-00-00-02-20-55
METER_D1_022054,00-00-00-00-00-02-20-54
METER_D1_022053,00-00-00-00-00-02-20-53
METER_D1_010070,00-00-00-00-00-01-00-70
METER_D1_022052,00-00-00-00-00-02-20-52
METER_D1_010071,00-00-00-00-00-01-00-71
METER_D1_022051,00-00-00-00-00-02-20-51
METER_D1_009083,00-00-00-00-00-00-90-83
METER_D1_010072,00-00-00-00-00-01-00-72
METER_D1_022050,00-00-00-00-00-02-20-50
METER_D1_009084,00-00-00-00-00-00-90-84
METER_D1_010073,00-00-00-00-00-01-00-73
METER_D1_009081,00-00-00-00-00-00-90-81
METER_D1_010074,00-00-00-00-00-01-00-74
METER_D1_009082,00-00-00-00-00-00-90-82
METER_D1_010075,00-00-00-00-00-01-00-75
METER_D1_010076,00-00-00-00-00-01-00-76
METER_D1_009080,00-00-00-00-00-00-90-80
METER_D1_010077,00-00-00-00-00-01-00-77
METER_D1_010078,00-00-00-00-00-01-00-78
METER_D1_010079,00-00-00-00-00-01-00-79
METER_D1_010069,00-00-00-00-00-01-00-69
METER_D1_009089,00-00-00-00-00-00-90-89
METER_D1_009087,00-00-00-00-00-00-90-87
METER_D1_009088,00-00-00-00-00-00-90-88
METER_D1_009085,00-00-00-00-00-00-90-85
METER_D1_009086,00-00-00-00-00-00-90-86
METER_D1_022049,00-00-00-00-00-02-20-49
METER_D1_022048,00-00-00-00-00-02-20-48
METER_D1_022069,00-00-00-00-00-02-20-69
METER_D1_022068,00-00-00-00-00-02-20-68
METER_D1_022067,00-00-00-00-00-02-20-67
METER_D1_022066,00-00-00-00-00-02-20-66
METER_D1_022065,00-00-00-00-00-02-20-65
METER_D1_010080,00-00-00-00-00-01-00-80
METER_D1_022064,00-00-00-00-00-02-20-64
METER_D1_010081,00-00-00-00-00-01-00-81
METER_D1_022063,00-00-00-00-00-02-20-63
METER_D1_010082,00-00-00-00-00-01-00-82
